fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.94,0.438,0.433,1.52,0.071,8,55,0.99617,3.37,0.84,10.8,6
7.9,0.571,0.348,4.07,0.108,6,37,0.99924,3.28,0.68,10.85,6
6.84,0.527,0.25,1.83,0.057,5,31,0.99585,3.53,0.76,9.68,6
6.87,0.689,0.629,2.07,0.078,11,32,0.99706,3.0,0.54,11.61,6
10.1,0.336,0.434,2.11,0.067,11,19,0.99691,3.35,0.6,11.84,6
8.03,0.222,0.255,1.56,0.12,13,26,0.9958,3.41,0.78,9.91,5
7.51,0.294,0.204,1.17,0.061,8,15,0.99517,3.37,0.42,12.55,6
8.42,0.683,0.006,6.3,0.05,12,33,0.99713,3.36,0.87,11.19,5
10.0,0.578,0.141,3.63,0.042,24,42,0.9969,3.26,0.39,12.18,5
9.84,0.37,0.328,3.21,0.096,23,64,0.9964,3.28,0.59,11.83,6
5.01,0.631,0.066,1.23,0.049,8,63,0.99717,3.45,0.79,10.82,5
8.81,0.485,0.156,2.01,0.055,4,27,0.99542,3.13,0.7,9.85,4
7.54,0.708,0.339,2.75,0.065,6,37,0.99677,3.41,0.69,10.81,4
9.64,0.211,0.461,2.61,0.07,13,66,0.99781,3.18,0.65,10.48,6
8.0,0.559,0.109,1.1,0.081,5,55,0.99449,3.19,0.57,10.44,5
8.84,0.164,0.147,1.39,0.078,7,70,0.99577,3.31,0.85,9.04,6
7.26,0.814,0.0,3.08,0.098,10,52,0.99725,3.44,0.54,9.23,5
9.63,0.205,0.192,3.26,0.057,9,24,0.99639,3.37,0.7,10.39,6
5.69,0.534,0.243,2.3,0.105,8,41,0.9969,3.67,0.47,10.61,5
9.24,0.499,0.238,2.65,0.158,8,69,0.99645,3.5,0.58,10.51,6
6.49,0.409,0.097,4.62,0.074,5,16,0.99702,3.34,0.84,10.32,7
6.86,0.455,0.195,1.12,0.053,19,118,0.99572,3.3,0.58,10.35,6
9.38,0.533,0.191,1.6,0.059,15,40,0.99692,3.34,0.65,8.77,6
5.9,0.739,0.118,2.28,0.061,19,72,0.99496,3.65,0.78,10.39,5
6.9,0.482,0.139,3.44,0.076,14,31,0.99836,3.18,0.8,11.64,5
7.04,0.827,0.484,2.59,0.06,29,93,0.99628,3.41,0.56,9.83,4
7.53,0.567,0.241,1.07,0.084,23,35,0.99534,3.51,0.75,8.4,5
9.78,0.325,0.22,1.31,0.056,16,39,0.99559,3.16,0.55,9.83,5
12.48,0.402,0.416,2.6,0.059,9,55,0.99641,3.28,0.71,11.18,6
8.39,0.449,0.002,2.72,0.104,8,34,0.99749,3.41,0.62,11.39,5
10.78,0.518,0.146,1.64,0.093,35,63,0.99587,3.37,0.6,9.92,5
5.94,0.271,0.405,2.21,0.043,8,19,0.99572,3.7,0.69,10.39,7
7.98,0.334,0.345,2.75,0.073,13,72,0.99614,3.36,0.59,8.79,5
6.24,0.388,0.213,2.94,0.045,26,89,0.99555,3.41,0.56,11.03,6
4.6,0.635,0.095,3.53,0.1,4,10,0.99644,3.3,0.78,8.97,5
7.29,0.755,0.37,2.98,0.121,16,72,0.99804,3.41,0.65,9.74,5
6.71,0.335,0.113,2.35,0.092,3,32,0.99541,3.18,0.63,10.06,5
10.03,0.598,0.177,4.12,0.112,7,59,0.99622,3.19,0.4,10.76,4
11.42,0.383,0.368,1.55,0.047,7,90,0.99569,3.27,0.88,8.4,5
8.58,0.569,0.53,0.93,0.06,4,32,0.99628,3.3,0.52,13.37,6
10.06,0.315,0.274,4.21,0.071,23,78,0.99714,3.28,0.86,10.01,6
8.03,0.595,0.339,3.78,0.078,8,11,0.99782,3.05,0.95,8.4,4
8.36,0.204,0.06,3.55,0.042,2,39,0.99865,3.19,0.5,10.27,6
10.21,0.457,0.286,3.19,0.065,15,24,0.99768,3.19,0.44,11.06,5
5.54,0.536,0.154,2.89,0.066,10,16,0.99674,3.52,0.86,10.28,6
12.3,0.506,0.356,1.23,0.101,15,42,0.99723,2.93,0.65,12.18,5
8.29,0.686,0.419,4.49,0.06,25,58,0.99776,3.23,0.49,8.46,4
5.17,0.228,0.113,1.66,0.073,16,90,0.9953,3.33,0.95,9.46,6
8.51,0.674,0.613,1.67,0.092,7,40,0.99578,3.22,0.67,11.6,6
7.26,0.197,0.351,2.28,0.152,23,37,0.99777,3.39,0.88,10.03,6
7.15,0.612,0.136,1.81,0.088,4,36,0.99651,3.32,0.81,12.05,6
6.87,0.36,0.352,2.6,0.059,3,56,0.99744,3.35,0.8,11.04,6
7.67,0.421,0.513,1.71,0.109,15,64,0.99675,3.24,0.76,11.08,7
7.06,0.77,0.498,2.72,0.066,13,38,0.99677,3.12,0.62,9.87,5
7.45,0.635,0.302,2.24,0.067,10,27,0.99572,3.29,0.87,9.36,5
7.04,0.585,0.245,2.51,0.142,4,33,0.99678,3.19,0.83,9.95,5
4.67,0.605,0.344,2.09,0.094,3,38,0.99581,3.47,0.71,11.02,5
8.86,0.321,0.23,2.48,0.046,12,66,0.99697,3.54,0.59,10.82,5
8.95,0.545,0.227,1.76,0.074,33,60,0.99572,3.47,0.75,9.76,5
7.27,0.486,0.295,1.72,0.083,42,96,0.99582,3.32,0.61,12.17,6
6.41,0.764,0.0,2.25,0.092,5,47,0.99707,3.19,1.0,10.94,6
5.92,0.592,0.106,2.0,0.097,5,12,0.99567,3.43,0.84,9.19,4
9.75,0.429,0.164,5.26,0.07,4,24,0.99729,3.28,0.92,9.3,5
7.28,0.449,0.453,1.36,0.07,11,55,0.99579,3.37,0.6,10.65,5
10.02,0.519,0.486,0.96,0.081,21,56,0.99638,3.18,0.82,9.58,5
9.22,0.281,0.338,2.95,0.062,17,51,0.99679,3.21,0.63,9.58,6
8.67,0.401,0.339,1.19,0.123,6,14,0.99576,3.46,0.47,8.84,4
7.43,0.452,0.225,2.63,0.111,6,31,0.99745,3.18,0.94,11.79,6
6.75,0.346,0.547,2.49,0.148,8,68,0.99835,3.3,0.55,9.84,6
4.91,0.469,0.139,1.9,0.062,9,80,0.9968,3.2,0.71,9.42,5
8.17,0.703,0.55,1.98,0.098,9,27,0.99655,3.4,0.48,9.95,4
6.51,0.497,0.195,1.73,0.072,21,35,0.99572,3.37,0.53,11.45,5
7.88,0.464,0.513,3.47,0.072,12,40,0.99664,3.02,0.79,9.83,7
8.2,0.336,0.263,1.82,0.146,11,33,0.99533,3.18,0.55,11.21,6
5.18,0.531,0.529,1.86,0.07,25,57,0.99708,3.35,0.77,10.07,4
10.86,0.546,0.468,1.11,0.102,13,40,0.99727,3.31,0.5,9.73,5
7.82,0.512,0.222,1.66,0.055,15,36,0.99651,3.31,0.8,11.11,7
8.66,0.787,0.113,1.54,0.119,9,35,0.99581,3.53,0.74,12.13,6
5.5,0.663,0.461,3.18,0.061,7,36,0.99573,3.56,0.79,11.32,6
8.53,0.794,0.514,3.46,0.119,10,43,0.99649,3.38,0.61,11.12,5
7.73,0.686,0.358,2.19,0.098,13,45,0.99639,3.28,0.89,10.66,6
7.01,0.316,0.063,1.38,0.036,9,28,0.99527,3.62,0.68,11.36,7
7.89,0.756,0.364,1.57,0.055,27,68,0.99703,3.2,0.4,9.81,5
9.15,0.152,0.258,2.81,0.094,9,33,0.99581,3.11,0.86,10.26,6
10.38,0.622,0.602,3.49,0.074,7,26,0.99638,3.46,0.67,11.9,5
5.65,0.423,0.233,2.11,0.051,19,57,0.99588,3.43,0.55,10.26,5
8.95,0.287,0.431,2.83,0.135,20,83,0.99749,3.05,0.56,9.05,4
12.74,0.359,0.108,2.25,0.119,31,58,0.99635,3.12,0.79,11.0,6
10.77,0.396,0.582,1.53,0.123,31,58,0.99583,3.05,0.46,10.81,5
8.95,1.125,0.722,2.02,0.168,5,10,0.99742,3.22,1.03,10.88,6
5.98,0.566,0.043,2.2,0.089,14,33,0.99714,3.36,0.52,8.4,5
9.38,0.477,0.507,2.36,0.048,8,17,0.99627,3.4,0.58,9.29,5
8.14,0.545,0.647,1.08,0.043,18,65,0.99648,3.28,0.68,10.35,6
7.0,0.519,0.373,3.06,0.119,16,49,0.99616,3.42,0.37,10.85,6
11.97,0.726,0.603,1.93,0.111,12,74,0.99634,3.28,0.45,11.24,6
8.94,0.483,0.526,1.51,0.078,12,48,0.99658,3.25,0.85,10.42,6
8.55,0.717,0.506,3.49,0.034,4,25,0.99648,3.45,0.53,9.35,4
10.32,0.377,0.088,1.57,0.109,17,33,0.99655,3.34,0.37,12.77,5
6.7,0.571,0.403,1.2,0.117,12,112,0.99541,3.38,0.71,10.27,6
7.22,0.588,0.825,3.31,0.079,22,33,0.99651,3.35,0.63,10.66,6
8.22,0.491,0.0,1.52,0.114,3,40,0.99677,3.36,0.99,10.33,5
9.65,0.424,0.08,0.9,0.051,17,21,0.99479,3.35,0.46,9.81,5
9.18,0.574,0.115,2.73,0.079,9,29,0.9964,3.29,0.81,10.49,5
5.41,0.65,0.085,2.52,0.05,5,38,0.99641,3.19,0.57,9.67,5
8.03,0.833,0.219,2.39,0.043,7,37,0.99516,3.38,0.65,9.8,6
8.85,0.495,0.64,3.55,0.092,4,19,0.99532,3.24,0.6,11.53,6
5.2,0.884,0.647,3.16,0.077,22,52,0.99694,3.42,0.97,9.7,5
7.64,0.887,0.415,1.41,0.12,32,58,0.99545,3.48,0.59,10.15,5
8.67,0.683,0.167,2.51,0.061,23,26,0.99699,3.34,0.63,11.94,6
8.79,0.597,0.491,0.9,0.076,10,21,0.99594,3.32,0.74,10.48,6
5.57,0.316,0.235,6.25,0.056,5,34,0.9977,3.4,0.38,10.57,5
6.05,0.455,0.163,0.98,0.088,3,19,0.99637,3.44,0.4,10.86,6
8.38,0.43,0.13,2.41,0.065,5,51,0.99582,3.35,0.9,8.4,5
7.11,0.452,0.0,3.04,0.043,27,93,0.99556,3.47,0.71,11.51,6
7.76,0.618,0.515,2.39,0.056,36,79,0.99668,3.28,0.65,10.83,5
9.86,0.499,0.35,1.39,0.051,13,47,0.99754,3.29,0.65,8.47,5
11.39,0.542,0.4,1.46,0.077,13,23,0.9973,3.25,0.66,9.87,6
11.99,0.476,0.463,2.74,0.071,23,40,0.99661,3.29,0.78,10.49,6
7.13,0.795,0.074,2.87,0.064,2,21,0.99719,3.24,0.68,10.27,6
6.74,0.964,0.0,2.38,0.058,9,22,0.99566,3.25,0.56,9.7,5
7.44,0.717,0.252,4.18,0.101,5,26,0.99729,3.47,0.79,10.08,4
10.49,0.516,0.0,2.93,0.058,19,47,0.99691,3.26,0.67,9.58,4
5.54,0.66,0.524,1.35,0.091,16,52,0.99651,3.5,0.62,10.46,4
4.6,0.372,0.413,1.64,0.101,18,97,0.99574,3.39,0.7,10.76,6
7.03,0.514,0.585,1.59,0.108,11,38,0.99578,3.3,0.59,12.25,6
7.48,0.643,0.032,1.35,0.058,22,34,0.99489,3.24,0.72,10.54,5
6.72,0.198,0.0,1.51,0.094,14,30,0.99567,3.47,0.75,9.81,6
7.55,0.431,0.329,3.33,0.027,3,27,0.99551,3.45,0.55,11.42,6
10.03,0.272,0.538,3.37,0.076,10,33,0.99764,3.46,0.7,8.75,5
9.13,0.762,0.292,1.8,0.078,10,18,0.99635,3.11,0.42,10.64,5
7.02,0.737,0.156,2.23,0.051,30,77,0.99737,3.32,0.9,12.39,6
4.6,0.32,0.148,2.35,0.118,25,73,0.99503,3.4,0.65,9.53,5
8.64,0.342,0.177,1.2,0.029,8,28,0.99542,3.2,0.61,9.48,6
7.41,0.493,0.316,2.13,0.182,33,129,0.99571,3.33,0.57,9.07,5
10.02,0.79,0.0,3.42,0.117,26,55,0.99597,3.2,0.55,11.16,5
9.18,0.863,0.399,1.0,0.095,5,11,0.99578,3.18,0.9,8.89,4
7.6,0.378,0.323,0.9,0.077,11,15,0.99632,3.31,0.74,10.56,5
4.87,0.552,0.0,2.93,0.151,14,80,0.99649,3.52,0.66,11.23,5
8.3,0.433,0.37,5.56,0.102,5,26,0.99686,3.27,0.75,8.4,5
8.87,0.535,0.426,1.8,0.046,14,58,0.99665,3.32,0.47,11.01,6
6.11,0.439,0.137,1.26,0.051,6,41,0.99523,3.31,0.82,10.52,6
10.55,0.698,0.217,2.78,0.065,13,27,0.99796,3.21,0.65,11.76,5
7.24,0.444,0.0,2.55,0.051,21,96,0.99694,3.39,0.45,10.34,6
5.33,0.443,0.369,2.47,0.076,24,78,0.99671,3.41,0.52,10.87,5
4.6,0.563,0.447,2.87,0.059,23,85,0.99746,3.45,0.69,10.14,4
10.78,0.679,0.336,2.22,0.08,10,41,0.9957,3.23,0.75,8.4,5
6.13,0.234,0.271,1.56,0.049,15,103,0.99607,3.35,0.84,8.92,6
9.36,0.442,0.353,3.59,0.118,22,31,0.99727,3.09,0.82,10.36,6
5.34,0.451,0.174,4.5,0.054,20,26,0.99887,3.47,0.75,10.82,7
10.42,0.406,0.376,2.05,0.105,4,46,0.99658,3.21,0.58,11.42,7
11.05,0.581,0.219,0.95,0.068,16,43,0.99537,3.52,0.39,8.5,5
5.94,0.585,0.663,2.22,0.067,17,53,0.99643,3.38,0.79,10.34,5
5.72,0.631,0.402,1.16,0.062,20,98,0.99543,3.35,0.65,8.4,4
9.21,0.572,0.146,2.28,0.083,15,57,0.99614,3.19,0.36,8.41,4
7.34,0.535,0.246,2.96,0.089,58,84,0.99578,3.24,0.81,10.54,5
7.82,0.602,0.518,1.6,0.075,3,6,0.99694,3.31,0.54,10.58,5
5.6,0.698,0.317,3.36,0.071,20,52,0.99538,3.67,0.53,9.69,5
7.94,0.294,0.462,2.52,0.154,11,71,0.99533,3.36,0.72,10.06,6
6.2,0.747,0.44,4.91,0.118,6,21,0.99502,3.43,0.42,9.1,4
9.69,0.595,0.36,2.92,0.07,22,29,0.99649,3.08,0.8,10.26,6
5.69,0.348,0.0,2.03,0.113,27,47,0.99667,3.39,1.0,9.13,4
6.68,0.371,0.159,2.61,0.063,13,65,0.99641,3.4,0.51,9.73,6
10.27,0.294,0.591,0.9,0.044,20,66,0.99562,3.36,0.75,10.39,6
7.71,0.588,0.277,4.8,0.076,4,49,0.99656,3.36,0.54,9.21,4
6.65,0.828,0.0,1.22,0.085,20,53,0.99703,3.32,0.33,9.11,4
7.88,0.364,0.003,2.28,0.113,20,32,0.9962,3.28,0.42,11.22,6
7.76,0.139,0.545,2.28,0.055,11,25,0.99647,3.16,0.81,10.47,6
7.73,0.523,0.208,3.42,0.044,21,62,0.99688,3.43,0.49,9.43,4
9.6,1.11,0.0,2.64,0.083,8,68,0.99695,3.23,0.68,10.68,4
9.17,0.195,0.271,2.91,0.076,16,46,0.99675,3.27,0.85,9.68,6
8.01,0.606,0.556,2.54,0.069,2,10,0.99677,3.43,0.48,10.15,5
7.04,0.224,0.287,1.04,0.04,14,18,0.99577,3.5,1.1,10.73,6
11.68,0.531,0.235,2.14,0.082,23,41,0.99618,3.17,0.87,9.16,6
9.43,0.423,0.32,1.06,0.069,23,62,0.9956,3.34,0.57,9.48,4
8.64,0.749,0.111,2.29,0.055,17,49,0.99628,3.23,0.46,9.82,5
8.24,0.354,0.379,2.37,0.081,10,56,0.99727,3.32,0.7,10.02,5
8.81,0.403,0.0,3.11,0.054,27,43,0.99793,3.29,0.33,12.23,7
8.77,0.58,0.291,3.65,0.098,16,19,0.99776,3.19,0.61,11.36,5
9.15,0.517,0.238,2.08,0.122,16,36,0.99603,3.4,0.75,11.24,5
8.89,0.456,0.037,2.82,0.121,16,32,0.9982,3.41,0.66,10.34,6
8.6,0.604,0.154,1.7,0.106,14,97,0.99753,3.32,0.49,10.76,6
9.21,0.402,0.148,3.01,0.114,10,38,0.99811,3.36,0.69,9.72,4
8.02,0.608,0.574,3.54,0.08,21,66,0.99606,3.45,0.74,11.01,6
8.14,0.504,0.124,2.18,0.078,2,72,0.99601,3.35,0.59,10.07,6
9.3,0.713,0.099,1.35,0.076,5,53,0.99501,3.37,0.6,11.28,6
8.57,0.336,0.146,3.29,0.064,13,46,0.99787,3.39,0.74,11.83,6
7.16,0.469,0.0,2.78,0.073,6,23,0.99615,3.32,0.77,11.0,6
9.88,0.761,0.233,2.27,0.12,10,65,0.9964,3.31,0.72,9.89,4
9.32,0.571,0.283,2.42,0.097,9,48,0.9978,3.45,0.51,9.74,5
7.26,0.364,0.302,1.96,0.025,13,23,0.99532,3.37,0.7,8.52,5
8.72,0.408,0.236,3.95,0.072,4,35,0.99649,3.26,0.46,10.43,5
9.0,0.386,0.218,1.71,0.107,10,42,0.99446,3.34,0.85,9.98,5
7.84,0.945,0.342,1.67,0.042,15,53,0.99719,3.29,0.64,10.95,4
9.39,0.364,0.016,2.45,0.057,7,31,0.99587,3.43,0.82,9.98,5
4.6,0.354,0.473,0.98,0.072,10,29,0.99614,3.4,0.73,9.82,6
7.61,0.214,0.24,1.65,0.097,24,42,0.99659,3.51,0.45,10.65,6
6.0,0.51,0.285,2.28,0.055,9,50,0.99629,3.36,0.63,11.51,6
5.7,0.661,0.595,1.61,0.101,31,75,0.99565,3.21,0.74,9.98,5
9.53,0.516,0.176,2.69,0.081,36,49,0.99526,3.17,0.52,9.47,5
12.68,0.211,0.218,1.71,0.117,10,35,0.9955,3.34,0.61,10.16,6
6.16,0.573,0.218,2.38,0.076,13,42,0.99633,3.51,0.58,11.4,6
8.07,0.208,0.207,0.91,0.08,10,75,0.99623,3.42,0.8,10.97,6
9.82,0.63,0.06,3.2,0.037,22,29,0.99666,3.32,0.69,9.18,5
4.97,0.283,0.064,2.25,0.061,2,40,0.99731,3.34,0.74,10.84,5
8.8,0.29,0.106,1.1,0.059,5,66,0.99527,3.39,0.75,12.26,6
9.89,0.554,0.031,3.06,0.103,7,20,0.99643,3.24,0.62,9.32,5
4.6,0.498,0.309,3.4,0.059,32,82,0.99627,3.56,0.57,9.19,5
9.66,0.649,0.261,1.83,0.066,14,29,0.99732,3.31,0.53,11.01,5
9.87,0.546,0.456,3.44,0.055,26,66,0.99731,3.21,0.84,9.48,6
8.62,0.745,0.206,2.36,0.095,27,87,0.99761,3.68,0.33,10.97,4
10.74,0.614,0.232,1.55,0.036,15,42,0.99671,3.34,0.55,10.61,6
7.7,0.771,0.239,2.06,0.056,21,37,0.99626,3.19,0.86,11.61,5
8.54,0.791,0.048,3.33,0.033,11,23,0.99669,3.35,0.83,9.03,5
9.39,0.12,0.119,1.53,0.108,3,43,0.99528,3.33,0.61,11.38,6
8.84,0.189,0.169,1.8,0.069,14,38,0.99505,3.22,0.64,11.01,5
9.65,0.395,0.379,1.75,0.045,37,59,0.99654,3.15,0.63,9.19,5
7.32,0.534,0.16,1.43,0.04,11,15,0.99669,3.49,0.76,9.79,5
7.23,0.491,0.0,2.33,0.041,48,108,0.99633,3.21,0.7,10.49,6
6.61,0.422,0.548,2.06,0.059,8,34,0.99616,3.25,0.75,11.87,7
8.96,0.571,0.374,1.82,0.061,11,13,0.99524,3.38,0.54,10.01,5
10.09,0.369,0.0,4.36,0.042,9,75,0.99758,3.22,0.72,11.23,6
11.84,0.415,0.0,2.1,0.225,9,58,0.99649,3.33,0.81,11.45,5
11.37,0.582,0.553,1.28,0.078,30,42,0.99601,3.12,0.56,10.21,5
5.94,0.635,0.167,2.52,0.062,13,65,0.99642,3.4,0.95,10.62,6
9.01,0.602,0.33,3.68,0.079,16,36,0.9958,3.39,0.59,10.45,5
11.74,0.576,0.674,1.85,0.07,2,8,0.99604,3.14,0.87,10.35,5
6.5,0.312,0.289,3.34,0.062,22,100,0.99601,3.49,0.57,9.14,6
9.93,0.336,0.283,1.51,0.037,25,29,0.99642,3.21,0.71,11.21,6
6.42,0.572,0.139,4.98,0.109,6,23,0.9973,3.26,0.88,9.77,5
8.73,0.441,0.152,2.3,0.15,6,11,0.99584,3.35,0.38,10.69,5
9.6,0.12,0.037,4.11,0.071,3,43,0.99853,3.2,0.73,9.72,5
10.88,0.588,0.369,1.82,0.038,3,21,0.99558,3.17,0.46,10.14,5
8.79,0.741,0.425,1.74,0.104,11,23,0.99657,3.23,0.84,11.32,5
7.57,0.633,0.47,0.99,0.128,8,23,0.99479,3.32,0.78,10.74,5
5.26,0.378,0.71,0.9,0.086,16,69,0.99742,3.61,0.47,9.5,5
5.84,0.723,0.101,1.39,0.103,21,61,0.99599,3.31,1.23,9.53,5
10.27,0.281,0.18,3.2,0.093,18,53,0.99629,3.15,0.38,9.7,5
8.65,0.663,0.478,1.26,0.066,12,30,0.99657,3.28,0.6,9.4,6
8.27,0.441,0.67,2.84,0.149,6,27,0.99534,3.12,0.92,10.31,5
9.39,0.331,0.0,2.84,0.067,19,61,0.99713,3.19,0.75,9.21,5
9.86,0.252,0.0,2.04,0.114,13,49,0.99599,3.33,0.6,9.84,6
12.35,0.698,0.099,1.85,0.065,7,32,0.99693,3.31,0.56,10.72,5
8.52,0.347,0.329,1.58,0.093,19,35,0.99698,3.42,0.67,11.61,6
10.07,0.607,0.748,3.37,0.172,13,18,0.99649,3.3,0.79,10.04,5
9.04,0.414,0.177,2.0,0.042,2,11,0.99641,3.0,0.58,10.3,6
8.53,0.331,0.449,2.75,0.058,24,57,0.99636,3.47,0.49,9.38,5
6.48,0.579,0.136,2.11,0.068,8,28,0.99641,3.35,0.56,9.29,5
8.86,0.323,0.293,1.35,0.17,15,73,0.99657,3.36,0.6,13.47,6
6.52,0.556,0.21,1.85,0.059,12,39,0.99555,3.36,0.66,9.32,4
6.25,0.608,0.674,1.99,0.061,5,12,0.99591,3.36,0.73,12.01,5
10.23,0.504,0.005,4.48,0.054,9,14,0.99712,3.14,0.73,10.16,6
6.53,0.309,0.194,1.07,0.09,41,53,0.9959,3.15,0.54,11.0,5
5.62,0.272,0.364,1.71,0.062,14,35,0.99497,3.57,0.87,10.86,6
6.84,0.754,0.036,4.73,0.067,28,40,0.99828,3.57,0.87,9.0,5
7.67,0.568,0.0,2.9,0.117,7,64,0.99593,3.36,0.58,10.1,5
6.22,0.553,0.135,2.55,0.046,24,42,0.99605,3.24,0.74,9.52,4
9.49,0.483,0.337,1.5,0.052,26,62,0.99628,3.13,0.65,10.29,6
9.0,0.536,0.212,2.88,0.065,19,24,0.99568,3.52,0.55,9.29,6
9.11,0.371,0.29,1.6,0.082,26,36,0.99645,3.09,0.42,11.94,6
9.6,0.474,0.445,1.67,0.126,26,70,0.99669,3.14,0.54,10.53,6
6.94,0.45,0.532,1.44,0.096,41,60,0.99618,3.41,0.55,10.51,6
9.53,0.386,0.389,2.39,0.076,28,57,0.99628,3.27,0.51,10.14,6
7.55,0.442,0.297,2.16,0.148,9,25,0.99726,3.32,0.54,8.6,5
6.91,0.282,0.095,1.85,0.06,19,23,0.99571,3.53,0.61,12.52,7
5.97,0.407,0.407,2.6,0.049,6,24,0.99841,3.4,0.59,10.53,6
7.72,0.476,0.0,1.16,0.109,17,65,0.99655,3.38,0.49,10.23,6
6.42,0.848,0.0,1.85,0.054,16,23,0.99763,3.45,0.95,12.23,6
9.33,0.35,0.705,1.03,0.043,21,40,0.99634,3.36,0.55,9.92,6
9.05,0.775,0.167,1.44,0.058,4,76,0.9961,3.28,0.64,10.38,6
6.16,0.541,0.287,1.51,0.066,16,76,0.9959,3.3,0.39,8.58,5
6.01,0.725,0.282,1.37,0.054,22,31,0.99565,3.48,0.67,10.94,6
8.88,0.41,0.319,1.21,0.063,21,65,0.99591,3.24,0.91,10.19,5
7.13,0.471,0.154,1.53,0.08,22,45,0.9953,3.41,0.76,10.47,6
8.6,0.633,0.0,4.82,0.048,8,41,0.99712,3.36,0.96,10.39,6
8.68,0.303,0.641,2.18,0.105,16,45,0.99552,3.16,0.82,11.11,6
8.81,0.657,0.029,1.65,0.08,23,44,0.99646,3.26,0.59,10.5,6
8.27,0.579,0.281,2.32,0.13,20,52,0.99731,3.25,0.77,10.65,5
8.08,0.567,0.021,2.98,0.076,39,89,0.99579,3.41,0.75,11.1,5
7.92,0.319,0.29,1.71,0.066,9,55,0.99724,3.41,0.62,11.34,7
7.53,0.729,0.0,1.04,0.083,28,61,0.99703,3.31,0.44,8.75,3
7.71,0.606,0.254,1.77,0.074,14,55,0.99591,3.24,0.73,10.53,5
7.15,0.3,0.135,1.2,0.135,8,15,0.99753,3.47,0.44,9.44,7
8.13,0.622,0.407,3.44,0.048,12,18,0.99773,3.19,0.64,10.63,5
10.31,0.635,0.7,1.81,0.062,12,24,0.99619,3.22,1.04,11.37,6
9.39,0.364,0.0,3.1,0.064,32,52,0.99822,3.33,0.67,10.08,6
6.38,0.628,0.635,2.19,0.08,18,28,0.99711,3.29,0.68,9.84,6
7.74,0.321,0.112,3.17,0.069,22,49,0.99648,3.59,0.78,9.61,6
8.12,0.627,0.495,0.94,0.04,14,39,0.99622,3.2,0.95,10.05,6
5.05,0.656,0.096,6.28,0.063,9,45,0.99688,3.45,1.03,10.08,5
6.3,0.585,0.301,0.9,0.081,14,38,0.9957,3.36,0.48,9.7,5
9.38,0.65,0.401,2.22,0.055,3,43,0.99629,3.22,0.73,11.07,6
8.08,0.177,0.124,2.85,0.052,4,23,0.99699,3.47,0.46,11.17,5
10.87,0.396,0.348,3.15,0.057,9,32,0.99668,3.04,0.59,10.23,6
7.18,0.22,0.149,1.52,0.07,9,96,0.99681,3.46,0.78,10.23,6
9.94,0.399,0.122,3.71,0.079,40,59,0.99783,3.27,0.69,11.47,6
7.88,0.364,0.267,2.03,0.065,17,53,0.99708,3.55,0.65,9.73,4
6.21,0.306,0.25,1.16,0.055,35,42,0.99768,3.23,0.76,11.24,7
8.34,0.552,0.096,1.81,0.095,8,25,0.99559,3.35,0.7,10.29,6
9.66,0.615,0.0,1.52,0.039,18,37,0.99493,3.12,0.66,11.0,6
8.48,0.588,0.301,4.42,0.112,1,39,0.99856,3.24,0.98,11.27,6
8.0,0.387,0.473,3.36,0.067,10,27,0.99686,3.44,0.89,10.03,6
9.15,0.786,0.553,3.56,0.083,11,52,0.99565,3.27,0.53,12.39,6
6.42,0.796,0.585,2.77,0.072,11,31,0.99667,3.39,0.55,10.22,5
7.54,0.701,0.134,3.02,0.099,5,40,0.99599,3.56,0.83,9.78,5
7.13,0.211,0.07,2.35,0.039,27,31,0.99651,3.33,0.58,10.57,5
9.31,0.622,0.201,3.31,0.097,7,25,0.99728,3.26,0.48,9.5,5
6.1,0.549,0.255,5.15,0.176,5,38,0.99874,3.34,0.85,12.38,6
8.6,0.522,0.441,1.98,0.092,15,61,0.9956,3.28,0.71,11.29,6
6.89,0.576,0.517,1.82,0.058,19,45,0.99589,3.43,0.85,12.47,6
4.6,0.137,0.72,1.58,0.12,8,57,0.99621,3.36,0.93,9.09,6
8.16,0.278,0.3,4.05,0.118,14,58,0.99622,3.24,0.6,10.29,6
6.36,0.798,0.094,2.93,0.171,22,43,0.99724,3.56,0.76,12.18,6
8.13,0.302,0.202,4.12,0.062,28,51,0.99701,3.36,0.77,10.61,5
9.08,0.652,0.121,2.45,0.098,14,68,0.99574,3.34,0.64,9.07,4
10.43,0.411,0.101,2.77,0.071,12,89,0.99672,3.09,0.47,8.4,4
6.78,0.256,0.412,0.97,0.082,13,22,0.99584,3.42,0.69,11.75,6
8.27,0.706,0.482,3.11,0.08,6,26,0.99549,3.13,0.6,9.84,6
11.46,0.394,0.45,0.95,0.111,21,61,0.99668,3.24,0.62,9.54,6
9.74,0.304,0.053,2.44,0.069,3,16,0.99668,3.3,0.34,9.67,6
7.89,0.409,0.504,1.94,0.073,21,72,0.99676,3.31,0.46,8.4,4
10.03,0.234,0.0,2.11,0.057,7,33,0.99633,3.3,0.8,11.63,6
10.83,0.632,0.186,4.03,0.065,12,70,0.99713,3.06,0.74,9.46,4
9.78,0.396,0.145,1.4,0.138,5,97,0.99696,3.23,0.8,11.15,6
7.28,0.561,0.54,4.13,0.135,14,28,0.99701,3.41,0.49,11.46,6
